0.267004010	0.00487433000	0.329415190
0.268510480	0.00960483000	0.335426520
0.269943840	0.0146249400	0.341378950
0.271304890	0.0199418600	0.347268620
0.272593840	0.0255630900	0.353093030
0.273809340	0.0314974800	0.358852560
0.274952420	0.0377518100	0.364543230
0.276022380	0.0441672300	0.370164180
0.277018400	0.0503443700	0.375714520
0.277941430	0.0563244400	0.381190740
0.278790670	0.0621453600	0.386592040
0.279565500	0.0678358700	0.391917230
0.280266580	0.0734172400	0.397163490
0.280893580	0.0789070300	0.402329440
0.281445810	0.0843197000	0.407414040
0.281923580	0.0896662200	0.412415210
0.282327390	0.0949554500	0.417330860
0.282656330	0.100195760	0.422160320
0.282910490	0.105393450	0.426902020
0.283090950	0.110553070	0.431553750
0.283197040	0.115679660	0.436114820
0.283228820	0.120777010	0.440584040
0.283186840	0.125847990	0.444960000
0.283072000	0.130894770	0.449241270
0.282883890	0.135920050	0.453427340
0.282622970	0.140925560	0.457517260
0.282290370	0.145912330	0.461509950
0.281886760	0.150881470	0.465404740
0.281412280	0.155834250	0.469201280
0.280867730	0.160771320	0.472899090
0.280254680	0.165692720	0.476497620
0.279573990	0.170598840	0.479996750
0.278826180	0.175490200	0.483396540
0.278012360	0.180366840	0.486697020
0.277134370	0.185228360	0.489898310
0.276193760	0.190074470	0.493000740
0.275191160	0.194905400	0.496004880
0.274128020	0.199720860	0.498911310
0.273005960	0.204520490	0.501720760
0.271828120	0.209303060	0.504434130
0.270594730	0.214068990	0.507052430
0.269307560	0.218817820	0.509576780
0.267968460	0.223549110	0.512008400
0.266579840	0.228262100	0.514348700
0.265144500	0.232955930	0.516599300
0.263663200	0.237630780	0.518761630
0.262138010	0.242286190	0.520837360
0.260571030	0.246921700	0.522828220
0.258964510	0.251536850	0.524736090
0.257322440	0.256130400	0.526563320
0.255645190	0.260702840	0.528311520
0.253934980	0.265253840	0.529982730
0.252194040	0.269783060	0.531579050
0.250424620	0.274290240	0.533102610
0.248628990	0.278775090	0.534555610
0.246811400	0.283236620	0.535940930
0.244972080	0.287675470	0.537260180
0.243113240	0.292091540	0.538515610
0.241237080	0.296484710	0.539709460
0.239345750	0.300854940	0.540843980
0.237441380	0.305202220	0.541921400
0.235526060	0.309526570	0.542943960
0.233602770	0.313827730	0.543914240
0.231673500	0.318105800	0.544834440
0.229739260	0.322361270	0.545706330
0.227801920	0.326594320	0.546532000
0.225863300	0.330805150	0.547313530
0.223925150	0.334994000	0.548052910
0.221989150	0.339161140	0.548752110
0.220056910	0.343306880	0.549413040
0.218129950	0.347431540	0.550037550
0.216209710	0.351535480	0.550627430
0.214297570	0.355619070	0.551184400
0.212394770	0.359682730	0.551710110
0.210503100	0.363726710	0.552206460
0.208623420	0.367751510	0.552674860
0.206756280	0.371757750	0.553116530
0.204902570	0.375745890	0.553532820
0.203063090	0.379716440	0.553925050
0.201238540	0.383669890	0.554294410
0.199429500	0.387606780	0.554642050
0.197636500	0.391527620	0.554969050
0.195859930	0.395432970	0.555276370
0.194100090	0.399323360	0.555564940
0.192357190	0.403199340	0.555835590
0.190631350	0.407061480	0.556089070
0.188922590	0.410910330	0.556326060
0.187230830	0.414746450	0.556547170
0.185555930	0.418570400	0.556752920
0.183897630	0.422382750	0.556943770
0.182255610	0.426184050	0.557120100
0.180629490	0.429974860	0.557282210
0.179018790	0.433755720	0.557430350
0.177422980	0.437527200	0.557564660
0.175841480	0.441289810	0.557685260
0.174273630	0.445044100	0.557792160
0.172718760	0.448790600	0.557885320
0.171176150	0.452529800	0.557964640
0.169645730	0.456262090	0.558030340
0.168126410	0.459988020	0.558081990
0.166617100	0.463708130	0.558119130
0.165117030	0.467422900	0.558141410
0.163625430	0.471132780	0.558148420
0.162141550	0.474838210	0.558139670
0.160664670	0.478539610	0.558114660
0.159194130	0.482237400	0.558072800
0.157729330	0.485931970	0.558013470
0.156269730	0.489623700	0.557936000
0.154814880	0.493312930	0.557839670
0.153364450	0.497000030	0.557723710
0.151918200	0.500685290	0.557587330
0.150476050	0.504369040	0.557429680
0.149039180	0.508051360	0.557250500
0.147607310	0.511732630	0.557048610
0.146180260	0.515413160	0.556822710
0.144758630	0.519093190	0.556571810
0.143343270	0.522772920	0.556294910
0.141935270	0.526452540	0.555990970
0.140535990	0.530132190	0.555658930
0.139147080	0.533812010	0.555297730
0.137770480	0.537492130	0.554906250
0.136408500	0.541172640	0.554483390
0.135065610	0.544853350	0.554029060
0.133742990	0.548534580	0.553541080
0.132444010	0.552216370	0.553018280
0.131172490	0.555898720	0.552459480
0.129932700	0.559581620	0.551863540
0.128729380	0.563265030	0.551229270
0.127567710	0.566948910	0.550555510
0.126453380	0.570633160	0.549841100
0.125393830	0.574317540	0.549085640
0.124394740	0.578002050	0.548287400
0.123462810	0.581686610	0.547444980
0.122605620	0.585371050	0.546557220
0.121831220	0.589055210	0.545622980
0.121148070	0.592738890	0.544641140
0.120565010	0.596421870	0.543610580
0.120091540	0.600103870	0.542530430
0.119737560	0.603784590	0.541399990
0.119511630	0.607463880	0.540217510
0.119423410	0.611141460	0.538981920
0.119482550	0.614817020	0.537692190
0.119698580	0.618490250	0.536347330
0.120080790	0.622160810	0.534946330
0.120638240	0.625828330	0.533488340
0.121379720	0.629492420	0.531972750
0.122312440	0.633152770	0.530398080
0.123443580	0.636808990	0.528763430
0.124779530	0.640460690	0.527067920
0.126325810	0.644107440	0.525310690
0.128087030	0.647748810	0.523490920
0.130066880	0.651384360	0.521607910
0.132267970	0.655013630	0.519660860
0.134691830	0.658636190	0.517648800
0.137339210	0.662251570	0.515571010
0.140209910	0.665859270	0.513426800
0.143302910	0.669458810	0.511215490
0.146616400	0.673049680	0.508936440
0.150147820	0.676631390	0.506588900
